show,showLen,showStops,showSegues,showEncore,showBereakout,showSets,showSetsAcustic,showSetsElectric,set1Len,set1Stops,set1Segues,set1Breakouts,set2Len,set3Stops,set2Segues,set2Breakouts,set3Len,set3Stops,set3Segues,set3Breakouts,showType,linup,guests
1830,21,10,11,1,68,2,0,0,8,7,1,26,13,3,10,42,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1831,20,12,8,1,140,2,0,0,10,10,0,96,10,2,8,44,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1836,20,12,8,1,106,2,0,0,10,8,2,47,10,4,6,59,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Neville Brothers (vocals  guitar  drums),
1837,20,13,7,1,104,2,0,0,9,8,1,37,11,5,6,67,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1834,25,15,10,1,116,2,0,0,12,10,2,57,13,5,8,59,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1835,29,21,8,1,658,2,0,0,16,8,8,40,13,13,0,618,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Bob Dylan,
1838,19,9,10,1,178,2,0,0,8,7,1,110,11,2,9,68,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1839,32,25,7,1,122,2,0,0,18,11,7,82,14,14,0,40,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Bob Dylan,
2406,18,11,7,1,117,2,0,0,8,8,0,66,10,3,7,51,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2407,20,13,7,1,238,2,0,0,9,9,0,68,11,4,7,170,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2404,16,10,6,1,97,2,0,0,7,6,1,55,9,4,5,42,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
938,28,25,3,2,35,2,0,0,15,14,1,20,13,11,2,15,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
2402,19,12,7,1,92,2,0,0,9,7,2,59,10,5,5,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2403,18,10,8,1,113,2,0,0,7,6,1,63,11,4,7,50,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey, Sikuru Adepoju,
2400,18,12,6,1,135,2,0,0,7,7,0,36,11,5,6,99,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2153,20,14,6,1,101,2,0,0,9,9,0,54,11,5,6,47,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
933,24,22,2,1,54,2,0,0,14,13,1,32,10,9,1,22,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
932,26,24,2,1,51,2,0,0,14,14,0,26,12,10,2,25,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
931,25,22,3,0,40,2,0,0,14,13,1,20,11,9,2,20,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
930,23,20,3,0,38,2,0,0,12,12,0,22,11,8,3,16,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
2158,18,10,8,1,120,2,0,0,8,6,2,56,10,4,6,64,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2159,20,13,7,1,226,2,0,0,9,8,1,129,11,5,6,97,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2408,19,12,7,1,491,2,0,0,7,6,1,450,12,6,6,41,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2409,19,11,8,1,115,2,0,0,8,8,0,45,11,3,8,70,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
1955,20,11,9,1,93,2,0,0,9,8,1,61,11,3,8,32,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1954,22,12,10,2,135,2,0,0,9,8,1,69,13,4,9,66,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, The Bangles Neville Brothers,
1957,19,7,12,1,374,2,0,0,8,6,2,343,11,1,10,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1956,20,11,9,1,322,2,0,0,8,7,1,76,12,4,8,246,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1951,19,11,8,1,216,2,0,0,8,8,0,70,11,3,8,146,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1950,19,10,9,1,80,2,0,0,7,7,0,32,12,3,9,48,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1953,19,10,9,1,100,2,0,0,7,7,0,43,12,3,9,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1952,19,10,9,1,115,2,0,0,8,7,1,55,11,3,8,60,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1959,18,10,8,1,72,2,0,0,6,6,0,30,12,4,8,42,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1958,19,9,10,1,76,2,0,0,8,7,1,43,11,2,9,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
829,26,18,8,1,33,2,0,0,13,13,0,18,13,5,8,15,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
828,24,20,4,0,32,2,0,0,13,13,0,15,11,7,4,17,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
825,23,21,2,0,36,2,0,0,13,13,0,21,10,8,2,15,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
824,24,19,5,0,33,2,0,0,14,14,0,17,10,5,5,16,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
827,22,19,3,0,36,2,0,0,16,16,0,26,6,3,3,10,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
826,23,17,6,0,105,2,0,0,12,11,1,82,11,6,5,23,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
823,24,20,4,2,209,2,0,0,13,13,0,96,11,7,4,113,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
822,29,23,6,0,81,2,0,0,15,15,0,43,14,8,6,38,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
1536,22,9,13,1,87,2,0,0,9,6,3,46,13,3,10,41,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1483,23,14,9,1,226,2,0,0,11,8,3,152,12,6,6,74,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Joan Baez,
1482,24,12,12,1,127,2,0,0,12,7,5,72,12,5,7,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1481,20,12,8,1,85,2,0,0,10,9,1,50,10,3,7,35,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1480,23,10,13,1,1132,2,0,0,11,8,3,682,12,2,10,450,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1487,23,12,11,1,112,2,0,0,10,8,2,46,13,4,9,66,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1486,20,9,11,1,79,2,0,0,9,7,2,33,11,2,9,46,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1485,23,8,15,1,57,2,0,0,10,6,4,27,13,2,11,30,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1484,29,16,13,4,413,3,0,0,5,5,0,16,10,7,3,48,14,4,10,349,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Joan Baez Matt Kelly John Cipollina,
1489,19,6,13,1,64,2,0,0,9,4,5,27,10,2,8,37,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1488,19,9,10,1,91,2,0,0,8,5,3,39,11,4,7,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1713,19,9,10,2,187,2,0,0,8,7,1,90,11,2,9,97,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
928,27,23,4,0,90,2,0,0,15,14,1,23,12,9,3,67,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
1711,19,7,12,1,106,2,0,0,8,4,4,47,11,3,8,59,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1710,22,6,16,2,171,2,0,0,10,4,6,91,12,2,10,80,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1717,18,8,10,1,69,2,0,0,7,5,2,38,11,3,8,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1716,22,10,12,1,124,2,0,0,8,6,2,41,14,4,10,83,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1715,20,9,11,1,66,2,0,0,8,5,3,31,12,4,8,35,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2410,18,12,6,1,1486,2,0,0,8,8,0,53,10,4,6,1433,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
1719,19,10,9,2,96,2,0,0,9,7,2,49,10,3,7,47,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1718,16,7,9,1,65,2,0,0,6,4,2,31,10,3,7,34,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2413,19,9,10,1,173,2,0,0,7,6,1,103,12,3,9,70,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey, David Murray (sax) Sikiru Adepoju (Talking Drum) David Murray  Sikiru Adepoju (Talking Drum),
799,24,18,6,0,219,2,0,0,9,8,1,27,15,10,5,192,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
798,22,17,5,0,25,2,0,0,11,11,0,13,11,6,5,12,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
1270,21,14,7,1,28,2,0,0,11,9,2,14,10,5,5,14,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2144,18,11,7,1,140,2,0,0,8,7,1,71,10,4,6,69,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
1271,23,9,14,3,106,2,0,0,10,5,5,30,13,4,9,76,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Hamza El Din,
2415,17,11,6,1,88,2,0,0,7,7,0,53,10,4,6,35,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
1272,23,13,10,1,68,2,0,0,11,8,3,33,12,5,7,35,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2414,19,10,9,1,92,2,0,0,7,7,0,32,12,3,9,60,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
1139,23,13,10,1,179,2,0,0,11,10,1,41,12,3,9,138,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1138,17,9,8,0,53,2,0,0,9,7,2,36,8,2,6,17,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
2141,19,9,10,1,96,2,0,0,8,6,2,44,11,3,8,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
1133,21,14,7,0,147,2,0,0,11,11,0,25,10,3,7,122,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1132,19,13,6,1,115,2,0,0,9,9,0,75,10,4,6,40,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1131,21,15,6,1,117,2,0,0,11,11,0,18,10,4,6,99,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1130,19,14,5,1,116,2,0,0,9,9,0,25,10,5,5,91,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1137,20,12,8,1,63,2,0,0,10,9,1,39,10,3,7,24,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1136,21,15,6,1,81,2,0,0,9,9,0,29,12,6,6,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1135,20,13,7,1,42,2,0,0,9,9,0,20,11,4,7,22,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1134,19,11,8,1,738,2,0,0,8,8,0,684,11,3,8,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
2419,18,13,5,1,196,2,0,0,8,8,0,95,10,5,5,101,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2418,18,10,8,1,156,2,0,0,7,7,0,65,11,3,8,91,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,Bruce Hornsby (piano),
1277,21,13,8,1,246,2,0,0,10,9,1,38,11,4,7,208,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
519,28,9,19,7,1002,1,0,0,28,9,19,1002,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
518,6,6,0,0,7,1,0,0,6,6,0,7,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
926,25,22,3,1,38,2,0,0,16,15,1,25,9,7,2,13,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
1009,26,19,7,1,66,2,0,0,13,13,0,35,13,6,7,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
1008,29,16,13,1,50,2,0,0,14,12,2,14,15,4,11,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
1007,30,24,6,1,52,2,0,0,15,15,0,24,15,9,6,28,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
1006,26,20,6,1,55,2,0,0,10,10,0,19,16,10,6,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
1005,32,22,10,1,124,2,0,0,17,14,3,86,15,8,7,38,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
512,13,5,8,0,13,1,0,0,13,5,8,13,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
515,19,7,12,2,40,2,0,0,12,4,8,21,7,3,4,19,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
1002,23,15,8,1,74,2,0,0,14,12,2,43,9,3,6,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
1001,27,20,7,0,77,2,0,0,13,10,3,23,14,10,4,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
1000,23,17,6,0,191,2,0,0,12,12,0,20,11,5,6,171,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill,,
1227,21,13,8,1,61,2,0,0,9,9,0,21,12,4,8,40,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1226,21,13,8,1,67,2,0,0,11,9,2,41,10,4,6,26,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1225,20,12,8,1,56,2,0,0,10,8,2,29,10,4,6,27,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1224,21,15,6,1,47,2,0,0,11,11,0,25,10,4,6,22,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey, Hamza El Din,
1223,21,11,10,1,60,2,0,0,9,7,2,23,12,4,8,37,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1222,22,13,9,1,95,2,0,0,11,9,2,56,11,4,7,39,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
625,18,11,7,0,34,1,0,0,18,11,7,34,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
624,10,9,1,0,53,1,0,0,10,9,1,53,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
628,15,11,4,1,51,1,0,0,15,11,4,51,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
1229,23,14,9,1,62,2,0,0,10,9,1,28,13,5,8,34,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1228,21,13,8,1,100,2,0,0,10,8,2,45,11,5,6,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1535,22,9,13,1,75,2,0,0,10,5,5,42,12,4,8,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1714,19,8,11,2,122,2,0,0,7,6,1,59,12,2,10,63,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
929,26,21,5,1,51,2,0,0,13,12,1,17,13,9,4,34,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
201,1,1,0,0,1,1,0,0,1,1,0,1,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
200,3,3,0,0,28,1,0,0,3,3,0,28,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
205,4,2,2,0,118,1,0,0,4,2,2,118,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
685,20,15,5,2,33,2,0,0,7,7,0,12,13,8,5,21,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
684,26,21,5,1,253,2,0,0,10,10,0,47,16,11,5,206,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey, David Nelson  John "Marmaduke" Dawson,
687,27,18,9,0,120,2,0,0,9,9,0,17,18,9,9,103,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
2239,16,8,8,1,94,2,0,0,7,5,2,56,9,3,6,38,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2238,17,11,6,1,103,2,0,0,6,6,0,41,11,5,6,62,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
686,27,18,9,0,186,2,0,0,8,8,0,16,19,10,9,170,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
2231,16,11,5,1,85,2,0,0,6,6,0,39,10,5,5,46,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2230,19,9,10,1,236,2,0,0,9,6,3,189,10,3,7,47,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2233,19,11,8,1,78,2,0,0,7,7,0,57,12,4,8,21,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2232,21,12,9,2,164,2,0,0,8,7,1,46,13,5,8,118,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey, Steve Miller  Norton Buffalo,
2235,18,12,6,1,149,2,0,0,8,8,0,82,10,4,6,67,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2234,17,11,6,1,105,2,0,0,7,7,0,53,10,4,6,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2237,17,11,6,1,88,2,0,0,7,7,0,30,10,4,6,58,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2236,20,11,9,1,1367,2,0,0,8,7,1,1269,12,4,8,98,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
683,22,8,14,0,40,1,0,0,22,8,14,40,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
682,8,7,1,0,13,1,0,0,8,7,1,13,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
2095,20,13,7,1,93,2,0,0,10,10,0,53,10,3,7,40,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2094,22,14,8,1,178,2,0,0,9,9,0,37,13,5,8,141,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2097,22,11,11,1,491,2,0,0,11,8,3,70,11,3,8,421,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2096,21,11,10,1,85,2,0,0,9,7,2,39,12,4,8,46,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2091,19,14,5,1,99,2,0,0,9,9,0,66,10,5,5,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2090,20,13,7,1,130,2,0,0,9,8,1,70,11,5,6,60,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2093,21,11,10,1,115,2,0,0,9,8,1,60,12,3,9,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2092,18,10,8,1,120,2,0,0,8,7,1,67,10,3,7,53,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2099,19,11,8,1,61,2,0,0,8,8,0,27,11,3,8,34,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey, Sikiru Adepoju,
2098,20,11,9,1,71,2,0,0,8,8,0,36,12,3,9,35,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
1829,21,11,10,1,120,2,0,0,9,9,0,56,12,2,10,64,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1828,19,10,9,1,91,2,0,0,6,6,0,36,13,4,9,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1825,19,12,7,1,106,2,0,0,8,7,1,52,11,5,6,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1824,22,12,10,1,93,2,0,0,9,8,1,55,13,4,9,38,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1827,21,15,6,1,143,2,0,0,9,9,0,54,12,6,6,89,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1826,20,8,12,1,129,2,0,0,9,5,4,91,11,3,8,38,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1821,18,12,6,1,69,2,0,0,7,7,0,30,11,5,6,39,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1820,21,12,9,1,116,2,0,0,10,9,1,97,11,3,8,19,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1823,20,11,9,2,76,2,0,0,8,7,1,27,12,4,8,49,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1822,20,11,9,1,98,2,0,0,9,7,2,48,11,4,7,50,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2147,22,8,14,1,1237,2,0,0,8,6,2,1164,14,2,12,73,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2146,18,9,9,1,100,2,0,0,7,7,0,52,11,2,9,48,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2145,19,11,8,1,127,2,0,0,9,8,1,59,10,3,7,68,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2412,17,9,8,1,127,2,0,0,7,7,0,57,10,2,8,70,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2143,22,11,11,1,144,2,0,0,9,8,1,74,13,3,10,70,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2142,18,10,8,1,123,2,0,0,7,7,0,57,11,3,8,66,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2417,17,8,9,1,149,2,0,0,7,6,1,46,10,2,8,103,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2140,19,11,8,1,178,2,0,0,8,8,0,129,11,3,8,49,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
920,26,22,4,1,144,2,0,0,12,11,1,111,14,11,3,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
921,27,25,2,1,54,2,0,0,15,15,0,19,12,10,2,35,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
922,23,20,3,0,43,2,0,0,11,11,0,23,12,9,3,20,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
923,22,20,2,1,54,2,0,0,14,13,1,36,8,7,1,18,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
924,28,24,4,1,56,2,0,0,16,15,1,23,12,9,3,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
925,27,24,3,1,63,2,0,0,14,13,1,20,13,11,2,43,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
2149,19,8,11,1,91,2,0,0,6,5,1,36,13,3,10,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2148,17,11,6,1,117,2,0,0,7,7,0,53,10,4,6,64,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2411,18,9,9,1,117,2,0,0,8,6,2,56,10,3,7,61,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
1920,23,11,12,1,109,2,0,0,9,6,3,53,14,5,9,56,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1921,20,9,11,1,82,2,0,0,8,7,1,30,12,2,10,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1922,19,10,9,1,78,2,0,0,6,5,1,26,13,5,8,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1923,20,10,10,1,137,2,0,0,8,7,1,100,12,3,9,37,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1924,19,10,9,1,88,2,0,0,7,7,0,33,12,3,9,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Baba Olatunji,
1925,21,11,10,2,130,2,0,0,7,7,0,73,14,4,10,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1926,19,9,10,1,58,2,0,0,8,7,1,30,11,2,9,28,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1927,22,10,12,2,136,2,0,0,9,6,3,60,13,4,9,76,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1928,20,10,10,1,173,2,0,0,9,8,1,58,11,2,9,115,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, David Hidalgo (guitar),
