show,showLen,showStops,showSegues,showEncore,showBereakout,showSets,showSetsAcustic,showSetsElectric,set1Len,set1Stops,set1Segues,set1Breakouts,set2Len,set3Stops,set2Segues,set2Breakouts,set3Len,set3Stops,set3Segues,set3Breakouts,showType,linup,guests
904,30,22,8,0,380,2,0,0,14,13,1,18,16,9,7,362,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
905,26,21,5,1,29,2,0,0,13,13,0,16,13,8,5,13,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
1843,32,23,9,2,79,3,0,0,8,6,2,26,9,3,6,29,15,14,1,24,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Bob Dylan,
1842,34,25,9,2,112,3,0,0,10,9,1,52,10,3,7,34,14,13,1,26,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Bob Dylan,
908,29,21,8,0,69,2,0,0,14,13,1,27,15,8,7,42,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
909,24,21,3,1,40,2,0,0,13,12,1,18,11,9,2,22,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
1847,20,13,7,1,127,2,0,0,9,8,1,68,11,5,6,59,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1846,21,10,11,2,250,2,0,0,8,8,0,195,13,2,11,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1845,20,12,8,1,103,2,0,0,9,8,1,52,11,4,7,51,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1844,19,10,9,1,169,2,0,0,7,6,1,104,12,4,8,65,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2169,20,10,10,1,178,2,0,0,9,7,2,107,11,3,8,71,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2168,21,13,8,1,187,2,0,0,8,8,0,66,13,5,8,121,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2165,20,8,12,1,119,2,0,0,7,5,2,52,13,3,10,67,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,Branford Marsalis (saxophone),
2164,19,11,8,1,269,2,0,0,8,7,1,91,11,4,7,178,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2167,18,13,5,1,148,2,0,0,8,8,0,99,10,5,5,49,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2166,20,10,10,1,148,2,0,0,8,8,0,62,12,2,10,86,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2161,19,12,7,1,78,2,0,0,7,7,0,26,12,5,7,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2160,21,12,9,1,96,2,0,0,10,9,1,67,11,3,8,29,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2163,19,11,8,1,234,2,0,0,9,7,2,79,10,4,6,155,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2162,18,9,9,1,132,2,0,0,7,7,0,72,11,2,9,60,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
1908,21,10,11,1,89,2,0,0,9,8,1,58,12,2,10,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1909,19,11,8,1,101,2,0,0,7,7,0,38,12,4,8,63,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1906,20,7,13,1,94,2,0,0,8,5,3,49,12,2,10,45,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1907,20,10,10,1,77,2,0,0,8,6,2,26,12,4,8,51,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1904,18,6,12,1,73,2,0,0,7,4,3,34,11,2,9,39,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1905,19,11,8,1,106,2,0,0,8,7,1,70,11,4,7,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1902,22,12,10,1,136,2,0,0,9,8,1,82,13,4,9,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1903,19,7,12,1,81,2,0,0,7,5,2,38,12,2,10,43,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1900,20,10,10,1,109,2,0,0,8,8,0,58,12,2,10,51,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1901,16,9,7,1,77,2,0,0,7,7,0,45,9,2,7,32,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
854,29,25,4,1,136,2,0,0,16,15,1,33,13,10,3,103,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Pigpen  Bill,,
855,28,25,3,1,49,2,0,0,18,17,1,31,10,8,2,18,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Pigpen  Bill,,
856,27,23,4,0,152,3,0,0,12,8,4,111,9,9,0,28,6,6,0,13,Acustic,Jerry  Bob  Phil  Keith  Donna  Pigpen  Bill, Bo Diddley,
857,25,17,8,0,64,2,0,0,14,13,1,39,11,4,7,25,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Pigpen  Bill,,
850,32,24,8,1,883,2,0,0,17,16,1,116,15,8,7,767,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Pigpen  Bill, Donna Godchaux,
851,25,21,4,1,27,2,0,0,16,16,0,17,9,5,4,10,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Pigpen  Bill,,
852,19,16,3,1,68,2,0,0,14,13,1,64,5,3,2,4,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Pigpen  Bill,,
853,28,21,7,0,46,2,0,0,16,15,1,21,12,6,6,25,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Pigpen  Bill,,
858,24,22,2,1,44,2,0,0,13,11,2,27,11,11,0,17,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Pigpen  Bill,,
859,27,22,5,2,45,2,0,0,16,15,1,31,11,7,4,14,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Pigpen  Bill,,
740,25,20,5,0,140,3,0,0,9,8,1,99,8,5,3,23,8,7,1,18,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
741,29,19,10,0,762,2,0,0,10,10,0,63,19,9,10,699,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
744,32,19,13,0,77,1,0,0,32,19,13,77,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey, Jorma Kaukonen  Jack Casady  Papa John Creach,
745,3,3,0,0,40,1,0,0,3,3,0,40,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
748,18,14,4,0,78,1,0,0,18,14,4,78,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey, Ramblin' Jack Elliot Will Scarlet (harmonica) Papa John Creach  Hot Tuna Steve Winwood (1st vocal verse  Pig's Hammond)  Chris Wood  Ramblin' Jack Elliot Steve Winwood (Pig's Hammond)  Chris Wood  Ramblin' Jack Elliot Steve Winwood (Pig's Hammond)  Will Scarlet (harmonica),
749,31,17,14,1,239,2,0,0,23,12,11,54,8,5,3,185,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey, Jorma Kaukonen,
1798,22,11,11,1,55,2,0,0,9,7,2,19,13,4,9,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1050,6,2,4,1,2,1,0,0,6,2,4,2,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill  Mickey,Merl Saunders  Ned Lagin Merl Saunders (organ)  Ned Lagin (electric piano),
1051,15,10,5,1,50,2,0,0,9,7,2,42,6,3,3,8,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1052,18,9,9,0,44,2,0,0,8,3,5,11,10,6,4,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1053,15,8,7,0,501,1,0,0,15,8,7,501,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey, Matt Kelly,
1054,23,13,10,1,370,2,0,0,11,10,1,348,12,3,9,22,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1055,25,19,6,1,354,2,0,0,15,12,3,40,10,7,3,314,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1056,25,18,7,1,624,2,0,0,10,10,0,28,15,8,7,596,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1057,24,16,8,0,33,2,0,0,13,12,1,18,11,4,7,15,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1058,24,17,7,1,60,2,0,0,13,11,2,27,11,6,5,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1059,25,15,10,3,184,2,0,0,12,11,1,17,13,4,9,167,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1696,19,9,10,1,103,2,0,0,9,7,2,61,10,2,8,42,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1697,19,7,12,1,284,2,0,0,6,4,2,68,13,3,10,216,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1694,20,10,10,1,98,2,0,0,9,6,3,57,11,4,7,41,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1695,22,11,11,1,1897,2,0,0,10,7,3,1765,12,4,8,132,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1692,20,8,12,1,157,2,0,0,8,5,3,91,12,3,9,66,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1693,19,10,9,1,85,2,0,0,8,7,1,39,11,3,8,46,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1690,18,7,11,1,110,2,0,0,8,5,3,61,10,2,8,49,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Matt Kelly,
1691,19,9,10,1,426,2,0,0,9,7,2,376,10,2,8,50,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Matt Kelly,
1698,23,8,15,1,312,2,0,0,11,4,7,236,12,4,8,76,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1699,18,7,11,1,76,2,0,0,8,6,2,44,10,1,9,32,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1278,20,11,9,1,91,2,0,0,10,7,3,31,10,4,6,60,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1279,19,10,9,1,55,2,0,0,8,6,2,24,11,4,7,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
618,21,11,10,2,60,1,0,0,21,11,10,60,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
619,13,9,4,0,18,1,0,0,13,9,4,18,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
612,26,11,15,0,100,2,0,0,15,9,6,55,11,2,9,45,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
613,31,20,11,0,294,2,0,0,11,10,1,24,20,10,10,270,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
610,13,9,4,0,20,1,0,0,13,9,4,20,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
611,19,14,5,0,49,2,0,0,10,8,2,21,9,6,3,28,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
616,11,7,4,0,32,1,0,0,11,7,4,32,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
617,14,7,7,1,140,1,0,0,14,7,7,140,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
1276,18,8,10,1,61,2,0,0,9,6,3,29,9,2,7,32,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
615,15,8,7,0,40,1,0,0,15,8,7,40,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
1795,21,12,9,1,210,2,0,0,10,10,0,167,11,2,9,43,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Baba Olatunji,
1794,22,11,11,0,109,3,0,0,7,5,2,37,10,3,7,51,5,3,2,21,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1472,19,11,8,1,58,2,0,0,9,7,2,24,10,4,6,34,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1473,24,12,12,1,111,2,0,0,12,9,3,60,12,3,9,51,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1470,22,9,13,1,103,2,0,0,10,7,3,58,12,2,10,45,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1471,21,11,10,1,60,2,0,0,10,7,3,31,11,4,7,29,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1476,22,13,9,1,111,2,0,0,12,9,3,63,10,4,6,48,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1477,22,11,11,1,146,2,0,0,11,8,3,50,11,3,8,96,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1474,23,12,11,1,127,2,0,0,12,9,3,91,11,3,8,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1475,22,9,13,1,117,2,0,0,10,6,4,49,12,3,9,68,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1478,24,10,14,2,80,2,0,0,12,8,4,35,12,2,10,45,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1479,21,21,0,1,502,2,0,0,11,11,0,480,10,10,0,22,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Joan Baez Matt Kelly,
1304,24,13,11,1,91,2,0,0,10,8,2,62,14,5,9,29,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1305,21,8,13,1,91,2,0,0,10,5,5,36,11,3,8,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1306,22,11,11,2,61,2,0,0,9,6,3,30,13,5,8,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1307,24,11,13,2,421,2,0,0,11,9,2,34,13,2,11,387,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1300,23,13,10,1,81,2,0,0,11,9,2,54,12,4,8,27,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1301,21,11,10,1,68,2,0,0,9,7,2,32,12,4,8,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1302,23,11,12,2,93,2,0,0,10,6,4,39,13,5,8,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1303,23,11,12,1,94,2,0,0,11,8,3,68,12,3,9,26,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1308,21,12,9,2,117,2,0,0,8,7,1,85,13,5,8,32,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1309,19,10,9,2,107,2,0,0,7,6,1,40,12,4,8,67,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
498,5,2,3,0,15,1,0,0,5,2,3,15,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
1499,20,12,8,1,89,2,0,0,10,9,1,62,10,3,7,27,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
495,6,4,2,0,17,1,0,0,6,4,2,17,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
490,19,8,11,0,58,2,0,0,5,5,0,20,14,3,11,38,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
491,13,5,8,1,53,2,0,0,6,1,5,32,7,4,3,21,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
492,17,4,13,0,188,2,0,0,4,1,3,4,13,3,10,184,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
27,4,4,0,0,0,1,0,0,4,4,0,0,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
20,5,5,0,0,0,1,0,0,5,5,0,0,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
29,13,13,0,0,10,1,0,0,13,13,0,10,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
1516,23,12,11,1,168,2,0,0,11,9,2,104,12,3,9,64,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1511,21,12,9,2,494,2,0,0,9,7,2,34,12,5,7,460,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2288,19,11,8,1,111,2,0,0,9,7,2,69,10,4,6,42,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2289,17,10,7,1,149,2,0,0,7,7,0,54,10,3,7,95,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2280,18,9,9,1,106,2,0,0,7,5,2,49,11,4,7,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2281,19,10,9,1,123,2,0,0,8,8,0,56,11,2,9,67,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2282,20,14,6,1,138,2,0,0,9,8,1,89,11,6,5,49,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2283,16,9,7,1,144,2,0,0,6,6,0,62,10,3,7,82,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2284,19,14,5,1,93,2,0,0,9,9,0,59,10,5,5,34,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2285,18,11,7,1,165,2,0,0,7,7,0,68,11,4,7,97,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2286,19,9,10,1,148,2,0,0,7,6,1,55,12,3,9,93,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2287,20,13,7,1,135,2,0,0,9,9,0,68,11,4,7,67,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2378,10,10,0,0,1527,1,0,0,10,10,0,1527,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince,,
2379,19,12,7,1,203,2,0,0,8,7,1,133,11,5,6,70,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2374,21,13,8,1,109,2,0,0,8,8,0,43,13,5,8,66,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey, Bruce Hornsby (accordion),
2375,18,11,7,1,77,2,0,0,7,7,0,40,11,4,7,37,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2376,18,10,8,1,231,2,0,0,8,8,0,69,10,2,8,162,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2377,19,11,8,1,90,2,0,0,8,7,1,48,11,4,7,42,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2370,21,14,7,1,267,2,0,0,9,9,0,57,12,5,7,210,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2371,21,11,10,1,432,2,0,0,9,7,2,203,12,4,8,229,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2372,17,11,6,1,252,2,0,0,6,6,0,39,11,5,6,213,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2373,18,11,7,1,93,2,0,0,7,6,1,48,11,5,6,45,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
1087,24,15,9,1,65,2,0,0,10,10,0,23,14,5,9,42,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1086,22,13,9,1,51,2,0,0,10,9,1,25,12,4,8,26,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1085,21,12,9,1,77,2,0,0,11,10,1,46,10,2,8,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1876,19,11,8,1,86,2,0,0,8,7,1,34,11,4,7,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1874,18,11,7,1,85,2,0,0,7,7,0,38,11,4,7,47,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1875,17,9,8,1,75,2,0,0,6,6,0,41,11,3,8,34,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1872,19,9,10,2,115,2,0,0,8,6,2,66,11,3,8,49,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1873,20,11,9,2,99,2,0,0,8,6,2,37,12,5,7,62,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1870,20,10,10,2,101,2,0,0,6,6,0,25,14,4,10,76,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1871,18,10,8,1,69,2,0,0,8,7,1,27,10,3,7,42,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1878,21,11,10,1,124,2,0,0,10,9,1,79,11,2,9,45,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1879,20,10,10,1,130,2,0,0,8,6,2,52,12,4,8,78,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
977,23,18,5,0,37,2,0,0,14,14,0,28,9,4,5,9,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill, Martin Fiero (horns)  Joe Ellis (horns),
976,26,21,5,1,40,2,0,0,13,13,0,20,13,8,5,20,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill, Martin Fiero (horns)  Joe Ellis (horns),
975,23,20,3,1,46,2,0,0,12,12,0,27,11,8,3,19,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill, Martin Fiero (horns)  Joe Ellis (horns),
974,23,19,4,0,36,2,0,0,12,11,1,19,11,8,3,17,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill, Martin Fiero (horns)  Joe Ellis (horns),
973,28,19,9,2,75,2,0,0,14,11,3,46,14,8,6,29,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
972,22,17,5,1,40,2,0,0,11,11,0,15,11,6,5,25,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
971,22,18,4,2,57,2,0,0,11,11,0,28,11,7,4,29,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
970,26,21,5,0,58,2,0,0,14,14,0,29,12,7,5,29,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
979,19,14,5,0,59,2,0,0,14,12,2,41,5,2,3,18,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill, Martin Fiero (horns)  Joe Ellis (horns),
2118,21,11,10,1,219,2,0,0,9,7,2,122,12,4,8,97,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2119,21,12,9,1,142,2,0,0,9,8,1,77,12,4,8,65,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
180,14,14,0,0,655,2,0,0,8,8,0,326,6,6,0,329,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
2110,21,12,9,1,1443,2,0,0,9,9,0,1402,12,3,9,41,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2111,18,10,8,1,127,2,0,0,8,7,1,73,10,3,7,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey, Baba Olatunji  Sikiru Adepoju,
2112,17,8,9,1,93,2,0,0,8,6,2,53,9,2,7,40,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey, Airto Moreira (drums),
2113,20,11,9,1,59,2,0,0,7,7,0,20,13,4,9,39,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2114,18,9,9,1,95,2,0,0,8,7,1,52,10,2,8,43,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2115,18,11,7,1,309,2,0,0,8,8,0,269,10,3,7,40,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2116,16,8,8,1,92,2,0,0,6,5,1,37,10,3,7,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2117,18,13,5,1,134,2,0,0,8,8,0,50,10,5,5,84,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
1919,20,10,10,1,96,2,0,0,8,7,1,41,12,3,9,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1918,20,11,9,1,122,2,0,0,9,8,1,73,11,3,8,49,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1911,21,12,9,1,65,2,0,0,9,8,1,28,12,4,8,37,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1910,20,9,11,3,89,2,0,0,7,6,1,28,13,3,10,61,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1913,18,11,7,1,68,2,0,0,7,7,0,37,11,4,7,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1912,20,10,10,1,60,2,0,0,8,7,1,28,12,3,9,32,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1915,18,12,6,1,89,2,0,0,8,8,0,51,10,4,6,38,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1914,20,12,8,1,114,2,0,0,7,7,0,43,13,5,8,71,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1917,19,12,7,1,73,2,0,0,8,7,1,42,11,5,6,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Bruce Hornsby (accordion),
